"#OTU ID"	"1-FH"	"1-FH-PMA"	"1-UB"	"1-UB-PMA"	"1-AC-PMA"	"1-PC-PMA"	"1-Abd"	"1-Abd-PMA"	"2-FH"	"2-FH-PMA"	"2-UB"	"2-UB-PMA"	"2-AC"	"2-AC-PMA"	"2-PC"	"2-PC-PMA"	"2-FA"	"2-Abd-PMA"	"3-FH"	"3-FH-PMA"	"3-UB"	"3-UB-PMA"	"3-AC"	"3-AC-PMA"	"3-PC"	"3-PC-PMA"	"3-FA"	"3-Abd"	"3-Abd-PMA"	"4-FH"	"4-FH-PMA"	"4-UB"	"4-UB-PMA"	"4-AC"	"4-AC-PMA"	"4-PC"	"4-PC-PMA"	"4-FA"	"4-FA-PMA"	"4-Abd"	"5-FH"	"5-FH-PMA"	"5-UB"	"5-UB-PMA"	"5-AC"	"5-AC-PMA"	"5-PC"	"5-PC-PMA"	"5-FA"	"5-FA-PMA"	"5-Abd"	"6-FH"	"6-FH-PMA"	"6-UB"	"6-UB-PMA"	"6-AC"	"6-AC-PMA"	"6-PC"	"6-PC-PMA"	"6-FA"	"6-Abd"	"7-FH"	"7-FH-PMA"	"7-UB"	"7-UB-PMA"	"7-AC"	"7-PC"	"7-PC-PMA"	"7-FA"	"7-FA-PMA"	"7-Abd"	"8-FH"	"8-FH-PMA"	"8-UB"	"8-UB-PMA"	"8-AC"	"8-AC-PMA"	"8-PC"	"8-PC-PMA"	"8-FA"	"8-FA-PMA"	"8-Abd"	"8-Abd-PMA"	"9-FH"	"9-FH-PMA"	"9-UB"	"9-AC"	"9-AC-PMA"	"9-PC"	"9-PC-PMA"	"9-FA"	"9-Abd"	"10-FH"	"10-FH-PMA"	"10-UB"	"10-UB-PMA"	"10-AC"	"10-PC"	"10-FA"	"10-FA-PMA"	"10-Abd"	"10-Abd-PMA"	"11-FH"	"11-FH-PMA"	"11-UB"	"11-UB-PMA"	"11-AC"	"11-AC-PMA"	"11-PC"	"11-PC-PMA"	"11-FA"	"11-FA-PMA"	"11-Abd"	"12-FH"	"12-FH-PMA"	"12-UB"	"12-UB-PMA"	"12-AC"	"12-AC-PMA"	"12-PC-PMA"	"12-FA-PMA"	"12-Abd"	"12-Abd-PMA"
"SMGC_590"	102	75	543	387	940	4906	115	481	51	40	346	1833	4760	6252	1149	7189	1886	2456	26	34	22	16	2627	20	5144	15445	723	1477	2216	127	336	114	325	6844	8594	1360	5384	4004	2744	5350	4014	2069	3295	23019	179592	33499	371108	333501	269545	165078	908184	476	238	31	96	4856	6154	3977	4563	2475	3059	41	46	51	339	918	1414	1244	936	2559	467	209	105	841	540	346	479	978	1184	601	1971	782	1223	16389	157	90	3662	4408	40233	52968	2582	1831	1240	1007	2187	1535	2365	15145	7312	4853	17690	1538	63	102	99	109	6	72	308	306	371	483	79	185	170	353	444	508	654	29383	1610	166	56
"SMGC_601"	223	157	473	366	584	1934	123	280	129	77	592	684	1729	362	276	1582	1864	528	420	102	292	170	390	496	113009	64899	34824	31695	33548	147	253	194	184	929	786	240	1141	1293	696	5295	53	30	103	545	1975	970	2593	3282	2667	2443	5339	1307	800	112	365	7654	6963	15133	10647	5279	7446	83	52	359	604	193	1703	784	772	965	668	1279	339	656	254	116	198	1899	2081	441	907	368	622	430	79	364	9125	2451	13602	11190	8369	10166	421	491	726	512	780	3200	136	553	1991	106	246	230	301	134	8	51	124	169	100	158	79	297	202	305	323	91	118	2955	551	105	60
"SMGC_611"	12	10	4	6	34	227	6	4	28	20	82	126	226	24	16	0	702	86	2	0	0	0	3144	2	2	52	18	60	2	125	373	224	110	14265	4549	2190	9603	7902	4668	40676	6	8	4	40	212	98	128	128	112	58	54	35	62	6	2	184	386	166	58	163	104	8	14	6	30	71	134	74	538	184	116	442	155	2780	2194	1071	778	2176	1942	2885	5398	1122	2300	1008	0	0	22	424	12	50	28	10	4	2	0	42	48	183	246	276	2	772	0	0	0	0	0	0	46	24	8	30	0	6	10	0	6	2	0	92	0	2	0
"SMGC_617"	12	10	21	16	332	931	14	34	4	10	66	791	869	780	142	492	797	214	6	4	4	2	198	4	806	2700	126	287	1536	28	78	10	86	886	1687	264	1028	886	740	3093	11183	5597	2644	12896	47096	12947	13139	17627	87368	72677	106756	252	204	40	110	3679	4912	1242	2032	1245	1370	8	7	2	44	103	648	1384	230	802	570	36	14	384	192	121	72	307	404	185	642	185	377	794	6	7	435	282	1033	1843	547	729	20	29	18	68	358	364	112	1272	358	2517	2	2	14	4	0	0	26	40	18	44	4	18	29	13	16	29	38	1635	76	4	0
"SMGC_619"	125	91	1443	1239	736	1063	109	140	69	18	94	293	148	1438	84	586	973	130	24	8	58	34	427	152	9023	8309	1820	1222	646	242	445	836	1583	3076	2421	5133	16793	5362	3656	90877	16	4	29	292	1064	352	702	1120	2308	2108	1987	586	356	27	80	813	972	567	614	480	399	3	10	586	1284	164	314	294	304	328	162	2137	643	2220	1146	1175	1102	1596	2716	4655	8768	1254	2100	4	52	194	324	688	385	626	396	330	482	416	839	640	968	9684	2026	1375	24580	1228	4	4	112	72	0	6	23	126	92	128	10	165	158	917	1403	104	10	1442	536	32	30
"SMGC_62"	98	67	120	161	696	4091	63	139	34	28	163	580	1046	2233	505	1098	1287	1008	10	7	14	22	3808	70	832	3670	205	223	6644	58	119	42	172	7102	4384	528	1834	5435	2710	2914	330	154	1925	12988	10056	2776	31782	34968	16987	10570	43412	154	124	18	71	2250	2523	1319	1143	1064	926	23	24	46	275	370	813	268	452	1312	1159	129	42	773	458	128	320	451	634	417	990	577	1008	4606	33	53	465	2357	12699	20244	869	916	115	153	225	326	2943	11065	956	1919	1698	762	22	39	42	22	9	56	78	223	311	462	34	104	97	112	150	137	16	5705	843	26	22
"SMGC_622"	100	58	8	20	622	5483	141	212	12	10	38	102	264	416	4169	4932	709	3362	12	12	4	8	1442	0	718	1000	710	296	74	48	140	18	36	3451	1546	548	2510	2630	1453	13286	6	6	2	36	266	104	2124	2814	528	638	1784	18	42	0	12	75	326	164	418	101	86	32	28	24	58	205	2184	746	473	1326	254	326	180	1749	1553	593	724	42349	33277	2676	6161	2917	4927	254	0	2	436	540	1307	2671	1585	2242	112	230	196	458	1568	8912	622	462	10318	1218	24	10	68	24	6	10	4587	5492	154	312	86	358	496	29	34	103	127	15210	1307	365	163
"SMGC_66"	161	139	302	138	2304	6792	66	194	487	252	2134	3367	3945	3306	1638	6678	18110	8377	24	33	24	33	3467	827	2544	8563	694	1681	1985	232	514	123	167	8404	12993	1716	5636	6570	4920	10920	21515	12869	1974	13370	90958	23326	59812	73761	110125	78907	165789	15318	6513	852	1982	140218	67590	80861	46892	49781	115857	46	66	80	310	789	1570	1191	1896	2317	702	603	195	2036	1209	671	1256	1489	6655	1944	5215	1698	3283	30970	319	136	4738	3916	20419	29215	4008	3136	118	170	236	814	12368	21869	2469	21527	7067	5758	35	23	58	46	30	96	429	479	622	863	93	296	221	115	151	390	420	6813	2068	61	30
"SMGC_7"	66	46	189	130	1198	2537	118	82	184	174	736	1188	867	2259	662	370	4578	2893	168	74	253	162	344	148	131474	110223	18092	36197	46077	55	106	75	80	718	785	509	1160	893	1038	7789	32	24	41	202	2213	784	1775	2276	5007	4002	5918	1249	672	151	324	12972	13621	17002	17859	7795	10073	7	25	45	130	19	927	154	374	452	81	147	50	253	124	151	318	1036	1204	421	835	245	316	985	106	59	1923	926	2323	2695	2586	2282	54	122	154	92	5195	9442	265	903	5236	98	29	21	36	55	11	38	80	181	99	253	30	109	99	131	191	169	119	4077	1636	45	33
"SMGC_70"	781	710	2760	1373	1367	7644	1546	3405	480	559	643	1374	620	1171	1243	6544	1157	421	170	108	125	94	1380	1445	1525	1686	703	615	640	1392	3546	1392	1528	2999	1654	570	2145	2906	1630	11971	721	435	785	3729	2152	849	1098	1744	2171	2325	4328	339	169	79	286	2110	1112	531	233	782	677	533	376	2456	4457	1339	1530	950	1696	1916	1714	3142	1459	1088	500	374	383	3656	2640	889	1753	884	1107	1798	994	2454	11422	6304	21021	23755	6673	17644	624	660	990	707	10159	39822	1507	1282	36262	1684	414	517	967	1818	56	105	3465	3380	311	506	194	1055	941	1238	1080	368	364	13895	2118	988	1219
"SMGC_75"	84	84	299	207	1639	3163	106	224	78	59	181	356	2232	1658	464	2054	876	1556	235	96	199	186	3380	5964	76010	46168	10899	19937	18062	589	933	258	454	4856	5427	2531	14258	5360	3555	48755	140	94	127	834	20118	4684	15643	16731	43676	29650	32389	542	347	60	199	5676	6461	4051	4099	2650	2326	166	145	172	468	1867	17680	4044	4482	4555	5143	295	123	1272	727	636	1006	5750	5029	1473	3224	957	1575	3411	123	143	26097	7266	27627	25813	17016	20056	228	288	350	298	42479	13369	1653	1883	8742	1891	87	66	61	62	10	47	263	487	134	205	98	157	220	149	215	237	234	5806	1081	105	72
"SMGC_76"	282	259	2439	1767	5854	21090	502	2016	250	187	701	2294	16608	6771	1983	18024	6315	26922	681	374	744	580	105430	284912	342154	217733	37105	76796	90797	2718	4698	743	2953	19484	20703	8984	55997	21580	12310	202231	320	229	337	1880	43674	11421	36253	42477	86247	62643	85986	1683	1117	227	607	34082	21281	19661	28730	8894	10659	524	370	540	1672	25255	41969	91892	15855	15385	37502	1167	402	4606	3801	1883	12159	7890	15444	4486	13036	3540	15298	145095	954	874	166994	62427	174334	140875	98989	126939	1035	1446	2185	7498	85020	82462	10878	64795	67860	39125	192	186	200	204	63	246	1353	2198	494	893	180	395	475	915	1308	694	2828	11074	9194	866	365
"SMGC_77"	1366	979	2779	1889	3030	23565	2045	4218	603	910	1094	1564	8605	5428	10486	18938	9097	24449	372	150	302	281	3315	1642	60740	31093	16065	14420	10394	1841	4814	1882	1771	8330	4085	2877	10265	11810	7831	59399	779	510	1211	5914	9294	3035	58429	62465	19243	13947	58581	844	507	92	367	8398	6100	11010	8141	4057	5368	770	664	2790	6517	2555	44320	6842	8147	8086	10441	4270	1984	7103	3243	2388	2408	146421	126576	8551	17062	7704	9699	2158	1455	3208	21268	10306	43346	38549	25792	27456	281	408	365	466	2197	11285	454	1389	7858	629	334	514	983	2061	84	136	9882	10038	823	1194	228	1260	1015	1508	1408	864	665	64977	4093	1135	1146
"SMGC_79"	191	190	522	520	2907	4920	300	400	1298	1187	4517	6345	4783	4548	1848	4155	23969	9656	159	54	70	64	1967	6349	10170	9144	4068	3100	2937	137	316	144	391	1584	2191	441	1879	1872	1485	8246	338	140	95	612	11914	2848	7318	9204	23601	17093	12730	623	450	36	203	4192	4799	2906	3490	2105	2126	85	118	106	345	568	2182	1338	1417	1474	2373	361	117	637	371	227	277	2237	2398	683	1431	531	973	5391	209	173	8034	4016	33053	40086	10832	12786	784	1183	1081	1088	17383	41209	2361	2062	27277	1424	52	49	58	87	23	29	398	415	171	264	49	430	414	358	579	351	502	10913	2879	104	114
"SMGC_84"	486	344	160	172	3761	3591	407	665	75	47	185	718	2987	2236	314	817	1160	1666	335	111	127	73	9375	1372	8403	11664	13722	3925	3019	1010	1804	341	661	17492	13602	782	2892	19349	12400	79423	1671	695	69	508	4523	2070	3724	5356	9273	8185	13765	675	436	59	174	3101	4267	2673	4393	2099	1537	160	174	95	297	705	2288	5566	1516	3613	2267	2416	654	3749	1909	1933	1902	2641	5069	9470	19329	8196	9920	37458	523	121	5001	6758	6240	10235	7539	8135	922	1089	1848	1990	5212	5732	1843	10951	7875	2902	450	163	925	255	342	485	1514	980	20010	22453	1043	1505	1322	148	134	652	389	6351	4106	144	53
"SMGC_85"	136	98	223	161	622	2152	106	231	152	98	357	703	1454	641	429	468	1463	1052	475	198	345	228	1264	2224	109084	57091	31914	28959	26281	114	340	109	193	878	925	266	1107	1585	1250	4481	225	155	45	423	1659	577	2698	4191	2545	2330	4426	1059	686	143	491	7740	8547	16420	12019	5803	8005	194	169	123	408	466	1939	761	821	1226	912	333	140	429	237	190	259	3319	3478	416	1245	386	840	2192	122	155	10539	3883	17052	19122	12799	14594	156	185	202	370	1008	3832	455	1433	1833	434	86	81	108	64	71	78	424	463	246	386	89	232	191	121	134	344	367	4197	1167	107	57
"SMGC_88"	63	64	90	86	1061	3140	79	113	77	49	277	383	964	1341	925	1241	1253	6792	224	76	194	185	1769	861	45479	34303	16248	13616	12589	293	616	213	175	3708	2513	3763	12460	5914	4156	47657	441	221	52	215	1602	378	3165	4771	2996	2578	4665	423	366	39	142	2307	2645	4751	3247	1747	2096	114	97	88	241	569	9225	2067	2258	2286	2222	274	97	1764	875	702	879	4293	3609	2655	5131	1062	1958	2070	280	699	110324	43342	168584	170332	127104	185316	1908	1855	1443	1164	6407	35162	2660	1359	35735	1485	91	60	103	47	35	70	411	330	1219	1464	129	289	251	85	113	449	420	7365	1404	129	58
"SMGC_90"	991	576	623	327	9954	36054	1116	1335	1018	630	3608	5039	11232	5987	4165	8182	18961	14411	3420	1121	1640	815	7910	6436	566278	418627	180630	158249	174551	1462	2632	524	445	23314	19598	5830	26433	29556	19850	210059	5473	2901	179	944	9508	2977	23528	33770	14406	12152	28478	2733	1721	135	523	16461	22891	42357	30542	11888	15440	611	612	547	1512	6507	36880	9938	18584	18223	20727	1522	434	6373	3259	2924	2920	19010	19790	8698	17580	6670	9279	10134	1460	3273	678035	209321	863231	741253	704706	899218	5095	5820	5160	3871	31094	157558	11521	3459	83524	4221	134	106	399	211	92	197	8549	12474	1703	2380	409	2422	2141	485	349	10453	10548	76279	15524	899	437
"SMGC_92"	828	565	590	359	7670	33953	1104	1224	510	331	1652	3037	6391	3909	3192	6773	9803	8070	1862	592	739	483	4007	3232	242787	193756	80787	69506	72271	750	1548	303	241	11659	11327	3342	13946	15437	10589	104328	2532	1323	112	738	6552	1986	18397	26759	10938	9093	21327	1900	1503	135	519	9625	15388	24352	20004	7370	9169	509	418	322	931	4117	21994	7822	11636	10589	11869	969	270	3685	2031	1746	1465	15108	15887	4935	11240	4341	6250	7834	548	1555	306661	102290	384487	354342	310655	398735	3006	3671	2725	2166	17265	77102	7392	2731	43029	2313	97	100	179	127	77	143	5471	6883	1147	1538	362	1918	1666	300	236	12586	9957	68261	13678	671	323
"SMGC_94"	305	229	719	557	512	756	292	677	227	245	761	930	1808	662	459	1952	2595	1427	356	88	134	118	1189	1628	54826	35866	24996	17897	8868	355	1001	320	546	1343	853	167	851	1331	908	3155	115	104	150	1252	1083	421	1085	1738	1234	1401	2827	254	185	37	137	1444	1610	2537	2228	986	1490	177	138	448	1555	367	1046	505	787	753	832	776	332	400	208	116	226	696	634	278	732	216	442	977	431	477	6264	1872	11917	11224	5944	9608	342	474	752	682	3219	20640	857	552	10456	1380	231	253	269	483	22	45	103	158	97	164	93	201	301	386	494	75	108	1857	474	152	218
"SMGC_96"	250	209	826	696	2004	2536	196	387	639	260	2200	2884	3847	3174	2398	6985	26547	2020	113	143	141	155	7484	1067	1207	2653	449	625	897	1479	2391	321	597	4724	4590	703	2599	8340	4935	14855	10046	5921	416	2773	25075	6861	7831	10283	27159	19085	59410	1158	683	139	303	9969	7260	5724	3717	3978	10892	113	230	175	520	457	761	1328	461	1099	1055	608	220	1148	547	378	434	639	968	805	1859	772	1823	3873	140	231	1994	1905	3882	5127	1448	1196	510	616	957	851	3474	5033	989	1427	2864	566	322	292	256	191	50	92	213	318	298	371	195	343	242	658	1060	267	178	4185	565	150	108
"SMGC_97"	163	169	360	362	1701	3727	213	613	261	200	582	2256	9457	3577	1106	7835	5288	6027	162	157	149	147	3325	1683	2776	16901	1064	2302	2654	245	703	229	265	10622	13907	2485	11556	8075	5487	27106	32168	17658	4112	26459	145446	33517	184937	205563	236737	161997	459733	1445	758	157	439	8862	12680	6455	12211	5263	10581	162	212	243	673	953	1435	1687	1369	2619	1317	822	275	4855	2619	1140	1600	2356	3337	2236	5642	2017	4175	12177	192	244	2668	2551	5221	5731	2522	2386	3046	2640	8471	5135	125636	119425	30504	11095	81402	6616	157	154	261	173	69	114	453	413	437	713	211	218	233	290	362	238	528	6521	1572	152	96
